,pert_iname,pubchem_cid_list,canonical_smiles_list
223,BOX-5,['73438899'],['CSCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(O)=O']
224,BP-554,['134117'],['C(COc1ccc2OCOc2c1)CN1CCN(CC1)c1ccccc1']
225,BP-897,['3038495'],['COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1']
226,BRD-A00474148,['44825297'],['Oc1ccc(cc1)N1CCN(CC1)[S+]([O-])(=O)c1ccc2NC(=O)Cc2c1']
227,BRD-A00626522,['16746329'],['COc1ccc(cc1)C(CC(=O)N2CCCC(C)C2)c3c(O)cc(OC)cc3OC']
228,BRD-A00763758,['43209100'],['COc1cc(ccc1O)C(O)C(C)N']
229,BRD-A01960364,['2826386'],['COc1ccc(cc1)C2C(C(=O)O)c3ccccc3C(=O)N2Cc4ccc(Cl)cc4']
230,BRD-A01973626,['44460172'],['CCC(=O)NC(c1ccco1)c1cc(Br)c2cccnc2c1O']
231,BRD-A01999384,['44142102'],['COc1ccc(cc1OC2CCOC2)C3=Nn4c(nnc4SC3)c5ccccc5C(F)(F)F']
232,BRD-A02241946,['25243794'],['CC(O)c1cc2n(C)c3c(=O)n(Cc4ccccc4F)ncc3c2s1']
233,BRD-A02726762,['54664935'],['COc1ccc(cc1)C#Cc1ccc2N(C)[C@@H](CO)[C@@H]3CCN([C@@H]3c2c1)S(=O)(=O)C1=NC(C)C=N1']
234,BRD-A02747686,['46948706'],['CNC(C)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NNc1ccccc1']
235,BRD-A02836799,['6729757'],['OCCOc1ccccc1C1N2C(C(C(=O)N3CCCCCCC3)C11C(=O)Nc3ccccc13)C(=O)OC(C2c1ccccc1)c1ccccc1']
236,BRD-A03436432,['44142160'],['COc1cccc(c1)S(=O)(=O)NC2CCN(C2)C#N']
237,BRD-A03772856,['3237298'],['COc1ccccc1C2N(C(=O)C3CCCN23)c4ccc(Cl)cc4']
238,BRD-A03946276,['3921071'],['[O-][N+](=O)c1ccc2NC(=O)C3(NNc4ccccc4O3)c2c1']
239,BRD-A04172077,['23757203'],['COc1ccc2ccc(=O)oc2c1CC(O)C(C)(C)OC']
240,BRD-A04332542,['193691'],['CC(=O)NCC(O)c1ccc(O)cc1']
241,BRD-A04392722,['44142123'],['CC(C)(C)OC(=O)NCC(=O)NNC(=O)C(C(=O)OCc1ccccc1)c2ccccc2']
242,BRD-A05565054,['46937236'],['CCC1CCCCN1C(=O)n1cc(nn1)C(O)(c1ccccc1)c1ccccc1']
243,BRD-A05680309,['44143239'],['CNC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC2CCCc3ccccc23']
244,BRD-A05729358,['6278000'],['CCOC(=O)C12CC1\\C(=N/O)c1ccccc1O2']
245,BRD-A05831822,['17757109'],['COc1ccc(cc1COc1ccc(NC(C)=O)cc1)C1NC(=O)c2ccccc2N1']
246,BRD-A06131576,['5221400'],['CC(C)C1CCC(C)C(C(O)c2ccc(cc2)c3ccccc3)C1=O']
247,BRD-A06276885,['4257102'],['Oc1ccc2CC3N(CC4CC4)CCC5(C6Oc1c25)C3(O)Cc7c6n(Cc8ccccc8)c9ccccc79']
248,BRD-A06641369,['16187238'],['CC(C)Oc1cccc(c1)C(=O)C2CCCN(Cc3cnn(c3)C(C)C)C2']
249,BRD-A06664848,['3409332'],['CC(Sc1nc2cc(Cl)ccc2s1)C(=O)Nc3cccc(c3)S(=O)(=O)N4CCOCC4']
250,BRD-A06779035,['28894'],['COc1cc(cc(OC)c1OC)C(O)CN']
251,BRD-A06909528,['4879301'],['O=C1N(Cc2ccccc2)c2ccccc2C11NNc2ccccc2O1']
252,BRD-A07614565,['2977478'],['CCOc1ccc(cc1)C(Nc2cccnc2)c3cc(Cl)c4cccnc4c3O']
253,BRD-A08610364,['25109909'],['CCOC(=O)CCCC(=O)Nc1ncnc2Oc3ccc4ccccc4c3C(c5ccccc5)c12']
254,BRD-A08658758,['14459459'],['CC1CC(=O)NN=C1c1ccc(F)c(F)c1']
255,BRD-A08662020,['53338798'],['CNC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)Nc1cccc2ncccc12']
256,BRD-A09053961,['73707557'],['NC(Cc1cc(O)c(O)cc1Cl)C(O)=O']
257,BRD-A09164687,['16193984'],['Cc1cc(C)c(OCC(O)CNC(C)(C)C)c(C)c1']
258,BRD-A09719808,['44640137'],['CCC(OC(=O)c1ccc(c(c1)[N+]([O-])=O)S(C)(=O)=O)C(=O)NC1C2CC3CC(C2)CC1C3']
259,BRD-A09984573,['2803185'],['CSC1=C(C#N)C(=O)NC(S1)c2ccc(Cl)cc2']
260,BRD-A10330754,['2956728'],['Clc1ccc(Cn2cc(NC(=S)NCC3CCCO3)cn2)cc1']
261,BRD-A11009626,['73707591'],['CN1CCc2cc(Br)c(O)cc2C(C1)c1ccc(cc1)N(CCCl)CCCl']
262,BRD-A11087911,['17757094'],['CC(Nc1ncnc2ccc(cc12)c3c(C)noc3C)c4ccco4']
263,BRD-A11095214,['25109911'],['O=C(N(C(=O)c1ccccc1)c2ncnc3Oc4ccc5ccccc5c4C(c6ccccc6)c23)c7ccccc7']
264,BRD-A11512624,['25109912'],['CCOC(=O)CC(=O)Nc1ncnc2Oc3ccc4ccccc4c3C(c5ccccc5)c12']
265,BRD-A11731846,['16745401'],['CC(OC1OC(CO)C(O)C(O)C1O)/C=C/C2(O)C(C)CC(O)CC2(C)C']
266,BRD-A11929187,['3193014'],['CC1CCc2c(C1)sc3nc(C)nc(N4CCN(CC4)C(=O)c5ccco5)c23']
267,BRD-A11968133,['44246498'],['COc1cccc(Cn2ncc3c4sc(cc4n(C)c3c2=O)S(C)=O)c1']
268,BRD-A12083771,['16190867'],['CCCn1ncc(CN2CCCC(C2)C(=O)c3cccc(OC(C)C)c3)c1C']
269,BRD-A12426960,['119214'],['OC1(CF)CCOC(=O)C1']
270,BRD-A12633378,['3111211'],['Cc1cc(C)c(NC(=O)C2CC3CCC2C3)c(C)c1']
271,BRD-A12643502,['2965120'],['Oc1cccnc1NC(=O)CCC2COc3ccccc3O2']
272,BRD-A13020530,['1543530'],['COC(=O)CS(=O)c1ccc(cc1[N+](=O)[O-])C(F)(F)F']
273,BRD-A13346522,['44629407'],['CCn1cc(CN2CCCC(C2)C(=O)c3cccc(c3)C(F)(F)F)cn1']
274,BRD-A13367427,['23983744'],['CC1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(CCC54C)C(=O)OC7OC(CO)C(OC8OCC(OC9OC(CO)C(O)C(O)C9O)C(OC%10OCC(O)C(O)C%10O)C8O)C(O)C7O)C2(C)C)C(O)C(O)C1OC%11OCC(O)C(O)C%11O']
275,BRD-A13461302,['23874505'],['CC1CC(=O)C2C(O)(C1)CC(O)C34OC4c5c(O)cccc5C(=O)C23O']
276,BRD-A13914662,['23863790'],['COc1cc2CCN(Cc3ccc(o3)[N+](=O)[O-])C(c4cccs4)c2cc1O']
277,BRD-A13964793,['10040286'],['OC12C3C4C5C3C(C3C5CC4C13)N2CCc1cccc(F)c1']
278,BRD-A14014306,['3915969'],['CC1=NN(C(=O)C1Cc2ccccc2)c3nc4ccccc4[nH]3']
279,BRD-A14178283,['23986040'],['C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)C(CC[C@]4(C)C3C=C[C@@]56OC[C@@]7(CCC(C)(C)C[C@H]76)[C@@H](O)C[C@]54C)[C@]2(C)CO)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O[C@@H]9O[C@H](CO)[C@@H](O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@H](O)[C@H]9O)[C@H]1O']
280,BRD-A14795281,['20348787'],['CC(N)C(O)c1ccccc1Cl']
281,BRD-A15113563,['2806677'],['Clc1ccc(cc1Cl)C2Nc3ccccc3O2']
282,BRD-A15501135,['3951'],['CC(=CCc1c(O)c(CC=C(C)C)c2OC(CC(=O)c2c1O)c3ccc(O)cc3)C']
283,BRD-A16581344,['2930928'],['CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2']
284,BRD-A16820783,['44142103'],['COc1ccc(OC)c(c1)c2nnc3SCC(=Nn23)c4ccc(OC)c(OC5CCOC5)c4']
285,BRD-A17081056,['92214'],['CC1NCCc2ccccc12']
286,BRD-A17664363,['4131581'],['CCOC(=O)C(C)Oc1cccc2c1ccn(CC(=O)Nc1ccc(OC)cc1)c2=O']
287,BRD-A17718497,['46912148'],['CC1CN(CCN1C(=O)c1ccc(Cl)cc1)c1ccnc2cc(Cl)ccc12']
288,BRD-A17757596,['16759579'],['COc1ccc(cc1COc1ccc(NC(C)=O)cc1)C1Nc2ccccc2C(=O)N1Cc1ccccc1']
289,BRD-A18279961,['60138089'],['Cn1c2cc(sc2c2cnn(Cc3cccc(N)c3)c(=O)c12)S(C)=O']
290,BRD-A18411371,['12004949'],['COc1ccc(cc1)C(N(C(=O)CCl)c2cccc(Cl)c2)C(=O)NC3CCCCC3']
291,BRD-A18573497,['54664808'],['CC1C=NC(=N1)S(=O)(=O)N1CC[C@H]2[C@@H]1c1cc(ccc1N(C)[C@H]2CO)-c1ccccc1F']
292,BRD-A18725729,['12004950'],['COc1ccc(cc1)C(N(C(=O)CCl)c2ccc(Cl)cc2)C(=O)NC3CCCCC3']
293,BRD-A19928752,['2977752'],['CC(Sc1ccc(C)cc1)C(=O)Nc2nc[nH]n2']
294,BRD-A20488704,['24177547'],['CC1(C)C(CCC2(C)C3CC(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C=C)C=C3CCC12)O[C@@H]5O[C@@H](CO)[C@H](O)[C@H]5O']
295,BRD-A21406558,['50897786'],['COc1ccc(cc1COc1c(C)cccc1C)C1Nc2ccccc2C(=O)N1Cc1cccs1']
296,BRD-A21481508,['24747278'],['COc1ccc(CC2NCCC3=CC(=O)CCC23)cc1O']
297,BRD-A21812217,['44142077'],['ON1C(Nc2ccccc2C1=O)c3ccc(o3)c4ccc(C#N)cc4']
298,BRD-A22272113,['24069148'],['CCCC1=C(/C=C/C(=O)O)C(=O)C(O1)C(C)(C)C2OC(=C(/C=C/C(=O)O)C2=O)CCC']
299,BRD-A22514244,['650573'],['COc1ccc(cc1OC)c2nnn(CC(=O)N(C(C)C(=O)NC3CCCC3)C4CCCCC4)n2']
300,BRD-A24021119,['44142351'],['CC(=O)NC(c1cccs1)c2cc(F)c3cccnc3c2O']
301,BRD-A24054354,['3516032'],['CCN1CCN(CC1)C(c2cccnc2)c3cc(Cl)c4cccnc4c3O']
302,BRD-A24225650,['24747211'],['CC(C)c1cn(C2OC(COC(=O)c3ccccc3)C(OC(=O)c4ccccc4)C2OC(=O)c5ccccc5)c(=O)[nH]c1=O']
303,BRD-A24951056,['2878'],['NC(C1CC1)(C(O)=O)c1ccc(cc1)P(O)(O)=O']
304,BRD-A25170757,['541830'],['CNCC(O)c1cc(OCc2ccccc2)c(OCc3ccccc3)cc1F']
305,BRD-A25416824,['2825553'],['CC12CCC3C(CC=C4CC(O)CCC34CO)C2CCC1OC(=O)c5ccccc5']
306,BRD-A25829966,['44537690'],['OC1N2CCCC2=Nc2c(Cl)cc(Cl)cc12']
307,BRD-A26333730,['14951773'],['Oc1cc(O)c(CC2NC(=O)NC2=O)cc1O']
308,BRD-A26347577,['3081980'],['OCC(O)c1ccc(O)cc1']
309,BRD-A26595446,['4484064'],['Cc1cccc(C)c1NC(=O)C(Cl)C(=O)c2ccccc2']
310,BRD-A26627799,['54664934'],['COc1ccc(cc1)C#Cc1ccc2N(C)[C@H](CO)[C@H]3CCN([C@H]3c2c1)S(=O)(=O)C1=NC(C)C=N1']
311,BRD-A26962727,['2880726'],['CCOC(=O)C1=C(C)N=c2s\\c(=C\\c3cc(Cl)c(OCC(O)=O)c(OC)c3)c(=O)n2C1c1ccccc1Cl']
312,BRD-A27640568,['2872362'],['COc1ccc(C(NC(=O)c2ccccc2)c3ccc4cccnc4c3O)c(OC)c1']
313,BRD-A27924917,['1564'],['NCC(O)(CS(O)(=O)=O)c1ccc(Cl)cc1']
314,BRD-A28412351,['25079076'],['COc1cccc2c1O[C@H]3C(=O)CC[C@H]4CN(C)CCC342']
315,BRD-A28422330,['2950007'],['COc1ccc(cc1)C2CC(=NN2c3ccc(cc3)S(=O)(=O)N)c4ccccc4']
316,BRD-A29119732,['3863978'],['COc1ccc(cc1OC)C(O)CN']
317,BRD-A29342309,['73707559'],['NC(COO)c1cc(O)cc(O)c1']
318,BRD-A29721261,['2852569'],['CC(C)c1ccc(NC(=O)C2CC3CCC2C3)cc1']
319,BRD-A30083233,['23872142'],['C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC[C@@H]6C7[C@@](C)(O)[C@@H](CC=C(C)C)O[C@@]7(O)[C@H](O)[C@]65C)C3(C)C)O[C@H](CO)[C@H](O)[C@@H]2O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H](O)[C@H]1O']
320,BRD-A30395175,['4014619'],['NC(C(=O)O)c1ccc(O)c(c1)C(=O)O']
321,BRD-A30455275,['2976290'],['CCOc1ccc(NC(=O)C(C)Sc2ncnc3sc(cc23)c4ccccc4)cc1']
322,BRD-A30612536,['50897809'],['COc1ccc(cc1COc1c(C)cc(NC(C)=O)cc1C)C1Nc2ccccc2C(=O)N1Cc1ccco1']
323,BRD-A30856524,['6857784'],['CC1(C)CC2C1CC[C@]1(C)CCC3C(CC(=O)O[C@]23C1)C(O)=O']
324,BRD-A31180007,['251462'],['NC(Cc1ccc(O)cc1O)C(O)=O']
325,BRD-A31429689,['2998821'],['CC(OC(=O)c1cccc(NS(=O)(=O)C)c1)C(=O)Nc2ccc(cc2)N3CCOCC3']
326,BRD-A31946439,['60138124'],['Cc1ccnc(NC(=S)N2CC3CN(CC3C2)c2cccc(c2)C(F)(F)F)c1']
327,BRD-A32065788,['446872'],['CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCC)COP(O)(=O)OCCN']
328,BRD-A32214171,['4124546'],['CCN1CCN(CC1)C(c2cccnc2)c3ccc4cccnc4c3O']
329,BRD-A32241587,['2728652'],['S=C1CC(Sc2ccccc2N1)c3ccccc3']
330,BRD-A32440707,['45934211'],['CC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](C[C@]12C)OC(=O)CCC(O)=O']
331,BRD-A32449311,['17757275'],['Oc1ccc(Cl)cc1Nc2nc(NCC3CCCO3)c4ccccc4n2']
332,BRD-A32582647,['4658388'],['CCN1CCCC1c1cccnc1']
333,BRD-A32917072,['16746402'],['COc1cc(O)c(C(CC(=O)N2CCCC(C)C2)c3ccc4OCOc4c3)c(OC)c1']
334,BRD-A34421300,['50897785'],['COc1ccc(cc1COc1c(C)cccc1C)C1Nc2ccccc2C(=O)N1Cc1ccc(C)o1']
335,BRD-A35072120,['5134354'],['NC(Cc1ccc(O)cc1N)C(O)=O']
336,BRD-A35141262,['44537691'],['OC1N2CCCCC2=Nc2cccc(F)c12']
337,BRD-A35153197,['11492836'],['OC(=O)[C@@H]1CSC(Cc2c[nH]c3ccc(O)cc23)N1']
338,BRD-A35207501,['16307489'],['Clc1ccc(cc1)C(=O)NCCC(=O)NC2CCCc3ccccc23']
339,BRD-A35430844,['54665034'],['CC1C=NC(=N1)S(=O)(=O)N1CC[C@H]2[C@@H]1c1cc(ccc1N(C)[C@@H]2CO)C1=CCCCC1']
340,BRD-A35769934,['24871246'],['C\\C1=C/CC\\C(CO)=C\\[C@H]2OC(=O)C(=C)[C@@H]2[C@H](C1)OC(=O)C(=C)C(O)CO']
341,BRD-A35825362,['13954252'],['CN(C)CC(O)CN1c2ccccc2Sc2ccccc12']
342,BRD-A36059655,['2928239'],['COc1ccc2N3C(=NC(=O)C(Cc4ccccc4)C3=O)Sc2c1']
343,BRD-A36165599,['2963476'],['COC(=O)c1c(C)c(C)sc1NC(=O)CC2Nc3cccc4cccc(NC2=O)c34']
344,BRD-A36275421,['3689413'],['COc1ccc(cc1Cl)N(C(C(=O)NCCc2ccccc2)c3cccs3)C(=O)CCl']
345,BRD-A36411721,['3150672'],['O=S(=O)(CC(CN1CCCCC1)N2CCCCC2)c3ccccc3']
346,BRD-A36884011,['2868336'],['COc1ccc(cc1)C(=O)Nc2ccccc2C(=O)NC(C(C)C)C(=O)O']
347,BRD-A37501891,['23986044'],['C[C@@H]1CC[C@@]2(CC[C@]3(C(=O)O)C(=CCC4[C@@]5(C)CC[C@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C(C)(C)C5CC[C@]43C)[C@@H]2[C@H]1C)C(=O)O']
348,BRD-A37656721,['44629413'],['COc1ccc(cc1OC)C(=O)C2CCCN(CC3CCCCC3)C2']
349,BRD-A37735495,['4380267'],['Fc1ccc(cc1)N(C(C(=O)NC2CCCCC2)c3cccnc3)C(=O)CCl']
350,BRD-A38425832,['50897769'],['COc1ccc(cc1COc1ccccc1C)C1Nc2ccccc2C(=O)N1Cc1ccco1']
351,BRD-A38793261,['46943339'],['COc1cc(O)c([C@@H](CC(=O)N2CC(C)CC(C)C2)c2ccc3OCOc3c2)c(OC)c1']
352,BRD-A38936397,['44142100'],['COc1ccc(cc1OC2CCOC2)C3=Nn4c(nnc4SC3)c5ccccc5Cl']
353,BRD-A39121618,['2793096'],['COc1ccc(NC(=O)c2ccc(OC(C)C(=O)O)cc2)cc1Cl']
354,BRD-A39599596,['46916306'],['Fc1ccc(c(F)c1)-n1ncc2C(CCCc12)NC(=O)Cc1ccccc1']
355,BRD-A39986918,['73707576'],['C[C@]12NC(Cc3ccccc13)c1ccc(I)cc21']
356,BRD-A40163033,['73707563'],['CCC(C)(N)CCS(C)(=N)=O']
357,BRD-A40431293,['45934191'],['CC1(C)C2C=C[C@]3(C)C(CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@@]345)c3ccoc3)[C@@]2(C)C=CC1=O']
358,BRD-A40560522,['44537693'],['OC1N2CCCCCC2=Nc2ccc(Br)cc12']
359,BRD-A41114263,['24150636'],['OCCCCC/C=C\\C/C=C\\C(O)CC1CCC(CC(=O)O)O1']
360,BRD-A41228941,['54665036'],['CC1C=NC(=N1)S(=O)(=O)N1CC[C@@H]2[C@H]1c1cc(ccc1N(C)[C@@H]2CO)C1=CCCCC1']
361,BRD-A41630653,['64650'],['COc1ccc2CC3C4CCCC[C@@]4(CCN3C)c2c1']
362,BRD-A41649729,['3136666'],['Cc1ccc(cc1)C2=NNC3(S2)C(=O)Nc4ccccc43']
363,BRD-A41986761,['19102988'],['CNCCC(Oc1ccccc1I)c1ccccc1']
364,BRD-A41997916,['23900084'],['COc1ccc(cc1)c2coc3c(OC)c(OC)cc(OC4OC(CO)C(O)C(O)C4OC5OCC(O)C(O)C5O)c3c2=O']
365,BRD-A42187224,['11957479'],['NCC(O)c1cc(O)c(O)cc1F']
366,BRD-A42610307,['22326275'],['NC(Cc1ccc(O)c(O)c1O)C(O)=O']
367,BRD-A42737819,['25109893'],['COc1ccccc1C1c2c(Oc3ncn(-c4ccccc4)c(=N)c13)ccc1ccccc21']
368,BRD-A42969626,['3193022'],['CC1CCc2c(C1)sc1nc(C)nc(N3CCN(CC3)C(=O)C3CC3)c21']
369,BRD-A42994615,['73438897'],['Nc1ncnc2n([C@H]3O[C@H]4COP(O)(=O)O[C@@H]4[C@@H]3O)c(Sc3ccc(Cl)cc3)nc12']
370,BRD-A43087975,['2851120'],['COCC(C)NCc1ccc(OC)c(OC)c1OC']
371,BRD-A43126523,['44142346'],['CC(=O)NC(C1CC1)c2cc(Cl)c3cccnc3c2O']
372,BRD-A43155244,['72947591'],['COc1cc(\\C=C\\C(=O)N2C(CC=CC2=O)c2cccs2)cc(OC)c1OC']
373,BRD-A43188678,['23757164'],['CC(C)CCCC/C=C\\CCCCCCCC(=O)OCC(O)CO']
374,BRD-A43640821,['44142101'],['COc1ccc(cc1OC2CCOC2)C3=Nn4c(nnc4SC3)c5ccccc5F']
375,BRD-A43805296,['73707433'],['CCC(C)C(NC(=O)C(C)NC)C(=O)N1CCCC1C(=O)NC1CCCc2ccccc12']
376,BRD-A43885598,['4076092'],['CCOC(=O)C(C)Oc1cccc2c1ccn(CC(=O)Nc1ccc3OCCOc3c1)c2=O']
377,BRD-A44244100,['18574628'],['CNC(=O)C(=O)NCCC1CCCCN1S(=O)(=O)c2ccc(F)cc2C']
378,BRD-A44862234,['46948704'],['CNC(C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)Nc1cccc2ccccc12']
379,BRD-A45206415,['4460128'],['Cc1noc(C)c1C(c2ccccc2)S(=O)(=O)c3ccc(C)cc3']
380,BRD-A45657137,['2885102'],['CCOC(=O)C1=C(N=c2sc(=Cc3cc(OC)c(OC)c(OC)c3)c(=O)n2C1c4cccs4)c5ccccc5']
381,BRD-A46802340,['4190864'],['CC1CN(CC(C)O1)S(=O)(=O)c2ccc(cc2)C(=O)/N=c\\3/sc4cccc(Cl)c4n3C']
382,BRD-A47714657,['13071436'],['COc1ccc2C(Cc3ccc(OC)c(O)c3)NCCc2c1']
383,BRD-A47816767,['2876959'],['CC(C)C(=O)NC(c1ccco1)c2ccc3cccnc3c2O']
384,BRD-A47832959,['3913264'],['CC(Sc1cc(C)c2ccccc2n1)C(=O)Nc3ncc(Cl)cc3Cl']
385,BRD-A48052484,['2911646'],['Clc1ccc(cc1)S(=O)(=O)NC2CCCCC2N3CCOCC3']
386,BRD-A49581300,['5308776'],['Cc1ccc(cc1)S(=O)(=O)N2C(C3CC2C=C3)C(=O)O']
387,BRD-A49848186,['51003698'],['Fc1ccccc1C(=O)C(CN1CCOCC1)c1ccccc1']
388,BRD-A50388635,['2896739'],['COc1ccc(cc1)C(=O)NC(c2ccc(OC)c(OC)c2)c3cc(Cl)c4cccnc4c3O']
389,BRD-A51666293,['56643197'],['O=C1CC(CC2=C1C1(CCCC1)NC(Nc1nc3ccccc3o1)=N2)c1ccccc1']
390,BRD-A51929314,['5812876'],['OC(=O)CCCC=CCC1COC(OC1c2ccccc2O)C(F)(F)F']
391,BRD-A52530852,['170451'],['COc1ccc(cc1O)C(O)CO']
392,BRD-A52647795,['55005'],['CC(C#CCN1CCCC1)N(C)C(C)=O']
393,BRD-A52771319,['1913'],['Nc1ncnc2n(C3OC4COP(=O)(O)OC4C3O)c(Br)nc12']
394,BRD-A52933579,['73707558'],['CN1C2CC[C@@H]1C[C@H](C2)OC(c1ccc(Br)cc1)c1ccc(Br)cc1']
395,BRD-A53107311,['3266419'],['CC(C)OC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)cc3)c(=O)n2C1c4ccc(Cl)cc4']
396,BRD-A53271750,['54665035'],['CC1C=NC(=N1)S(=O)(=O)N1CC[C@H]2[C@@H]1c1cc(ccc1N(C)[C@H]2CO)C1=CCCCC1']
397,BRD-A54077041,['4003359'],['CC(OC(=O)C1=NNC(=O)CC1)C(=O)c2cc(C)n(c2C)c3ccc(OC(F)F)cc3']
398,BRD-A54194844,['2921053'],['CC(=O)NC(c1ccco1)c1cc(Cl)c2cccnc2c1O']
399,BRD-A54632525,['44460175'],['CC(=O)NC(c1cccs1)c1cc(Br)c2cccnc2c1O']
400,BRD-A55317422,['23212022'],['CC(N(Cc1ccccc1)Cc1ccccc1)C(=O)c1ccc(OCc2ccccc2)cc1']
401,BRD-A55554369,['4870494'],['Oc1nc2SC3C4CCC(C4)C3C(c2s1)c5cccnc5']
402,BRD-A55565369,['2834096'],['CCCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O']
403,BRD-A55609290,['551704'],['COc1ccc(C(O)CNC(C)C)c(F)c1OC']
404,BRD-A56001686,['2952127'],['CCOc1ccccc1NC(=O)C(C)Oc2ccc(OC)cc2']
405,BRD-A56800788,['2729755'],['CNS(=O)(=O)c1ccc(cc1S(=O)c2ccccc2C(=O)O)C(F)(F)F']
406,BRD-A56831909,['44142078'],['ON1C(Nc2ccccc2C1=O)c3ccc(o3)c4ccccc4F']
407,BRD-A57107094,['2864482'],['COC(=O)C1=C(C)NC2=C(C1c3ccccc3)C(=O)CC(C2)c4ccc(Cl)cc4']
408,BRD-A57300602,['23900051'],['C/C=C(\\C)/C(=O)OC1CCC(=O)OC1\\C=C\\C(O)C(C)O']
409,BRD-A58482795,['650228'],['OC(CCN1CCOCC1)(C2CCCCC2)c3ccc(Cl)cc3']
410,BRD-A58924247,['4381126'],['COc1ccc(cc1)N(C(C(=O)NC2CCCCC2)c3cccnc3)C(=O)CCl']
411,BRD-A59046243,['54664809'],['CC1C=NC(=N1)S(=O)(=O)N1CC[C@H]2[C@@H]1c1cc(ccc1N(C)[C@@H]2CO)-c1ccccc1F']
412,BRD-A59145032,['51003718'],['FC(F)(F)c1ccc(cc1)C(=O)C(CN1CCOCC1)c1ccccc1']
413,BRD-A59728941,['23757080'],['CC(=O)OC[C@@]12CCC(=CC2O[C@@H]3[C@H](O)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@]1(C)C53CO5)C']
414,BRD-A60386802,['4879425'],['CCN1C(=O)C2(NNc3ccccc3O2)c2ccccc12']
415,BRD-A60784279,['25109910'],['O=C(Nc1ncnc2Oc3ccc4ccccc4c3C(c5ccccc5)c12)c6ccccc6']
416,BRD-A61189834,['46948703'],['CNC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)Nc1ccc2[nH]ccc2c1']
417,BRD-A61599461,['50897816'],['COc1ccc(cc1COc1c(C)cccc1C)C1Nc2ccccc2C(=O)N1Cc1cccnc1']
418,BRD-A61825514,['44142081'],['ON1C(Nc2ccccc2C1=O)c3ccc(o3)c4ccc(cc4)C(F)(F)F']
419,BRD-A62200266,['15560547'],['CCCCCCCCCCC1C(=O)OC(C(=O)O)C1(O)C(=O)O']
420,BRD-A62496920,['44143092'],['O=C(CNC(=O)C1CCCCC1)OC(C(=O)c2ccccc2)c3ccccc3']
421,BRD-A62647958,['2878586'],['CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)cc3)c(=O)n2C1c4ccc(Cl)cc4']
422,BRD-A63949900,['46916324'],['Oc1cccc(n1)C(=O)NC1CCCc2c1cnn2-c1ccc(F)cc1F']
423,BRD-A64850503,['4302116'],['CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)cc3)c(=O)n2C1c4ccc(SC)cc4']
424,BRD-A65140285,['73554815'],['NC1Cc2ccc(O)cc2NC1=O']
425,BRD-A65142661,['2850171'],['COC1CCCCC1Nc2cc(C)ccc2C']
426,BRD-A65516924,['44825310'],['OC(=O)c1ccc(cc1)N1CCN(CC1)[S+]([O-])(=O)c1ccc2NC(=O)Cc2c1']
427,BRD-A66604020,['46943400'],['COc1cc(O)c(C(CC(=O)N2CCC(C)CC2)c2ccc3OCOc3c2)c(OC)c1']
428,BRD-A66846505,['46943351'],['COc1cc(O)c(C(CC(=O)N2CC(C)OC(C)C2)c2ccc3OCOc3c2)c(OC)c1']
429,BRD-A66861218,['6708733'],['CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@]12C']
