,pert_iname,pubchem_cid_list,canonical_smiles_list
15643,enalaprilat,['5462501'],['C[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O']
15644,endecaphyllin-x,['6710740'],['O[C@@H]1O[C@H](COC(=O)CC[N+](=O)[O-])[C@@H](OC(=O)CC[N+](=O)[O-])[C@H](OC(=O)CC[N+](=O)[O-])[C@H]1OC(=O)CC[N+](=O)[O-]']
15645,endo-IWR-1,['44483163'],['O=C(Nc1cccc2cccnc12)c1ccc(cc1)N1C(=O)[C@H]2[C@@H]3C[C@@H](C=C3)[C@H]2C1=O']
15646,enevalproate,['6437068'],['CCC\\C(=C/CC)C(O)=O']
15647,enilconazole,['37175'],['Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1']
15648,enobosarm,['25226380'],['C[C@@](O)(COc1ccc(cc1)C#N)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F']
15649,enoxacin,['3229'],['CCn1cc(C(O)=O)c(=O)c2cc(F)c(nc12)N1CCNCC1']
15650,enrofloxacin,['71188'],['CCN1CCN(CC1)c1cc2n(cc(C(O)=O)c(=O)c2cc1F)C1CC1']
15651,entacapone,['5281081'],['CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N']
15652,entecavir,['153941'],['Nc1nc(=O)c2ncn([C@H]3C[C@H](O)[C@@H](CO)C3=C)c2[nH]1']
15653,entinostat,['4261'],['Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1']
15654,enzalutamide,['15951529'],['CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C1(C)C)c1ccc(C#N)c(c1)C(F)(F)F']
15655,enzastaurin,['176167'],['Cn1cc(C2=C(C(=O)NC2=O)c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)c2ccccc12']
15656,ephedrine,['414684'],['C[N+](C)(C)CC(C1=CC(=C(C=C1)O)O)O']
15657,ephedrine-(racemic),['7028'],['CNC(C)C(O)c1ccccc1']
15658,epiandrosterone,['11868648'],['C[C@]12CC[C@@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@]34C)[C@H]1CCC2=O']
15659,epibatidine,['854023'],['Clc1ccc(cn1)C2CC3CCC2N3']
15660,epicatechin-gallate-(-),['107905'],['Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c1ccc(O)c(O)c1']
15661,epidepride,['86101'],['CCN1CCC[C@H]1CNC(=O)c1cc(I)cc(OC)c1OC']
15662,epigallocatechin,['199472'],['Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@@H](Oc2c1)c4cc(O)c(O)c(O)c4']
15663,epigallocatechin-gallate-(-),['65064'],['Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c1cc(O)c(O)c(O)c1']
15664,epinephrine-(racemic),['5924'],['CNCC(O)c1ccc(O)c(O)c1']
15665,epirizole,['3242'],['COc1cc(C)nn1-c1nc(C)cc(OC)n1']
15666,epirubicin,['32875'],['CC1C(C(CC(O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O']
15667,epitestosterone,['10204'],['C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C']
15668,epitiostanol,['73707456'],['C[C@]12CC[C@@H]3[C@@H](CC[C@@H]4CC5SC5C[C@]34C)[C@@H]1CC[C@@H]2O']
15669,eplerenone,['21865526'],['COC(=O)C1CC2=CC(=O)CCC2(C)C34OC4CC5(C)C(CCC65CCC(=O)O6)C13']
15670,epothilone,['448013'],['C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\\C)=C\\c1csc(C)n1']
15671,epothilone-a,['448799'],['C[C@H]1CCC[C@H]2O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\\C)=C\\c1csc(C)n1']
15672,epoxycholesterol,['3247059'],['C[C@H](CC[C@@H]1OC1(C)C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C']
15673,eprosartan,['5281037'],['CCCCc1ncc(\\C=C(/Cc2cccs2)C(O)=O)n1Cc1ccc(cc1)C(O)=O']
15674,equilin,['223368'],['C[C@]12CC[C@H]3C(=CCC4=C3C=CC(=C4)O)[C@@H]1CCC2=O']
15675,equol,['382975'],['Oc1ccc(cc1)C2COc3cc(O)ccc3C2']
15676,erastin,['11214940'],['CCOc1ccccc1-n1c(=O)c2ccccc2nc1C(C)N1CCN(CC1)C(=O)COc1ccc(Cl)cc1']
15677,erbstatin-analog,['5353609'],['COC(=O)\\C=C\\c1cc(O)ccc1O']
15678,ergocornine,['73453'],['CC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C']
15679,ergocryptine,['134551'],['CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C']
15680,ergometrine,['3250'],['CC(CO)NC(=O)C1CN(C)C2Cc3c[nH]c4cccc(C2=C1)c34']
15681,eriochrome-black-t,['135465089'],['Oc1cc(c2cc(ccc2c1N=Nc3ccc4ccccc4c3O)[N+](=O)[O-])S(=O)(=O)O']
15682,eriodictyol,['11095'],['Oc1cc(O)c2C(=O)CC(Oc2c1)c3ccc(O)c(O)c3']
15683,erlotinib,['176871'],['COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC']
15684,erythromycin,['12560'],['CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O']
15685,erythromycin-estolate,['71277'],['CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(=O)CC)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O']
15686,erythromycin-ethylsuccinate,['443953'],['CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C']
15687,erythrosine,['3259'],['OC(=O)c1ccccc1-c1c2cc(I)c(O)c(I)c2oc2c(I)c(=O)c(I)cc12']
15688,esatenolol,['180559'],['CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1']
15689,escitalopram,['146570'],['CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c1ccc(F)cc1']
15690,esculin,['15558439'],['OC[C@H]1OC(Oc2cc3ccc(=O)oc3cc2O)[C@H](O)[C@@H](O)[C@@H]1O']
15691,eserine,['73707354'],['CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1.CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1']
15692,eseroline,"['45479742', '7015679']","['CN1CC[C@]2(C)[C@@H]1N(C)c3ccc(O)cc32', 'CN1CC[C@]2(C)[C@H]1N(C)c1ccc(O)cc21']"
15693,esmolol,['104769'],['COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1']
15694,esomeprazole,['5311083'],['COc1ccc2n([Mg]n3c(nc4cc(OC)ccc34)S(=O)Cc5ncc(C)c(OC)c5C)c(nc2c1)S(=O)Cc6ncc(C)c(OC)c6C']
15695,estradiol,['5757'],['C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O']
15696,estradiol-benzoate,['222757'],['CC12CCC3C(CCc4cc(OC(=O)c5ccccc5)ccc34)C2CCC1O']
15697,estradiol-cypionate,['9403'],['C[C@]12CCC3C(CCc4cc(O)ccc34)C1CC[C@@H]2OC(=O)CCC1CCCC1']
15698,estradiol-valerate,['163332'],['CCCCC(=O)O[C@H]1CCC2C3CCc4cc(O)ccc4C3CC[C@]12C']
15699,estriol,['5756'],['C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O']
15700,estrone,['5870'],['C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O']
15701,estropipate,['6093179'],['C[C@]12CC[C@@H]3[C@H]([C@H]1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O']
15702,etacrynic-acid,['3278'],['CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl']
15703,etamivan,['9363'],['CCN(CC)C(=O)c1ccc(O)c(OC)c1']
15704,etamsylate,['23672329'],['Oc1ccc(O)c(c1)S(O)(=O)=O']
15705,etanidazole,['3276'],['OCCNC(=O)Cn1ccnc1[N+]([O-])=O']
15706,etazolate,['3277'],['CCOC(=O)c1cnc2n(CC)ncc2c1NN=C(C)C']
15707,ethambutol,"['3279', '6852402']","['CCC(CO)NCCNC(CC)CO', 'CC[C@H](CO)NCCN[C@H](CC)CO']"
15708,ethaverine,['3280'],['CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC']
15709,ethinyl-estradiol,['3285'],['CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O']
15710,ethinylestradiol,['5991'],['C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O']
15711,ethionamide,['2761171'],['CCc1cc(ccn1)C(S)=N']
15712,ethisterone,['5284557'],['C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C#C)O)C']
15713,ethoprop,['3289'],['CCCSP(=O)(OCC)SCCC']
15714,ethosuximide,['3291'],['CCC1(C)CC(=O)NC1=O']
15715,ethotoin,['3292'],['CCN1C(=O)NC(C1=O)c1ccccc1']
15716,ethoxyquin,['3293'],['CCOc1ccc2NC(C)(C)C=C(C)c2c1']
15717,ethylestrenol,['13765'],['CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@]12C']
15718,ethynodiol,['53315104'],['CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@H](CC[C@@]4(OC(C)=O)C#C)[C@@H]3CCC2=C1']
15719,eticlopride,['57267'],['CCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC']
15720,etidronic-acid,['3305'],['CC(O)(P(O)(O)=O)P(O)(O)=O']
15721,etifenin,['170344'],['CCc1cccc(CC)c1NC(=O)CN(CC(O)=O)CC(O)=O']
15722,etilefrine,['3306'],['CCNCC(O)c1cccc(O)c1']
15723,etiocholanolone,['73707504'],['C[C@]12CCC3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@H]1CCC2=O']
15724,etodolac,"['667528', '73707528']","['CCC1C=CC=C2C1=NC1=C2CCOC1(CC)CC(O)=O', 'CCc1cccc2c3CCOC(CC)(CC(O)=O)c3[nH]c12', 'CCc1cccc2c3CCO[C@](CC)(CC(O)=O)c3[nH]c12']"
15725,etofenamate,['35375'],['OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F']
15726,etofylline,['1892'],['Cn1c2ncn(CCO)c2c(=O)n(C)c1=O']
15727,etomidate,['667484'],['CCOC(=O)c1cncn1C(C)c1ccccc1']
15728,etomoxir,['9840324'],['CCOC(=O)[C@]1(CO1)CCCCCCOC2=CC=C(C=C2)Cl']
15729,etoposide,['36462'],['C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O']
15730,etoricoxib,['123619'],['Cc1ccc(cn1)-c1ncc(Cl)cc1-c1ccc(cc1)S(C)(=O)=O']
15731,etretinate,['5282375'],['CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C']
15732,eucatropine,['102428'],['CC1CC(CC(C)(C)N1C)OC(=O)C(O)c1ccccc1']
15733,eudesmic-acid,['8357'],['COc1cc(cc(OC)c1OC)C(=O)O']
15734,eugenitol,['5036604'],['Cc1cc(=O)c2c(O)c(C)c(O)cc2o1']
15735,eugenol,['3314'],['COc1cc(CC=C)ccc1O']
15736,everolimus,['6442177'],['CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO']
15737,evodiamine,['151289'],['CN1C2N(CCc3c2[nH]c2ccccc32)C(=O)c2ccccc12']
15738,evoxine,['673465'],['COc1c(OC[C@@H](O)C(C)(C)O)ccc2c(OC)c3ccoc3nc12']
15739,exemestane,['60198'],['C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C']
15740,exifone,['40399'],['Oc1ccc(C(=O)c2cc(O)c(O)c(O)c2)c(O)c1O']
15741,ezetimibe,['150311'],['C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O']
15742,fadrozole,['59693'],['N#Cc1ccc(cc1)C1CCCc2cncn12']
15743,famciclovir,['3324'],['CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O']
15744,famotidine,['5702160'],['NC(N)=Nc1nc(CSCC\\C(N)=N/S(N)(=O)=O)cs1']
15745,famprofazone,['3326'],['CC(Cc1ccccc1)N(C)Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C']
15746,fananserin,['60785'],['Fc1ccc(cc1)N1CCN(CCCN2c3cccc4cccc(c34)S2(=O)=O)CC1']
15747,farnesol,['445070'],['CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C']
15748,farnesylcysteine-methyl-ester,['6439225'],['COC(=O)[C@@H](N)CSC/C=C(\\C)/CC/C=C(\\C)/CCC=C(C)C']
15749,farnesylpyrophosphate,['445713'],['CC(C)=CCC\\C(C)=C\\CC\\C(C)=C\\COP(O)(=O)OP(O)(O)=O']
15750,farnesylthioacetic-acid,['5353623'],['CC(=CCC/C(=C/CC/C(=C/CSCC(=O)O)/C)/C)C']
15751,farnesylthiotriazole,['5353633'],['CC(=CCC/C(=C/CC/C(=C/CSc1nc[nH]n1)/C)/C)C']
15752,fasudil,['3547'],['O=S(=O)(N1CCCNCC1)c1cccc2cnccc12']
15753,fatostatin,['2850562'],['CCCc1cc(ccn1)c2nc(cs2)c3ccc(C)cc3']
15754,febuxostat,['134018'],['CC(C)COc1ccc(cc1C#N)-c1nc(C)c(s1)C(O)=O']
15755,felamidin,['1042895'],['CC(C)(OC(=O)c1ccccc1)[C@@H]2Cc3cc4ccc(=O)oc4cc3O2']
15756,felbamate,['3331'],['NC(=O)OCC(COC(N)=O)c1ccccc1']
15757,felbinac,['3332'],['OC(=O)Cc1ccc(cc1)-c1ccccc1']
15758,felodipine,['3333'],['CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(Cl)c1Cl)C(=O)OC']
15759,fenbendazole,['3334'],['COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1']
15760,fenbufen,['3335'],['OC(=O)CCC(=O)c1ccc(cc1)-c1ccccc1']
15761,fendiline,['5702162'],['CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1']
15762,fenipentol,['3338'],['CCCCC(O)c1ccccc1']
15763,fenobam,['162834'],['CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1']
15764,fenofibrate,['3339'],['CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1']
15765,fenoldopam,['3341'],['Oc1ccc(cc1)C1CNCCc2c(Cl)c(O)c(O)cc12']
15766,fenoprofen,['19905833'],['CC(C(=O)O)c1cccc(Oc2ccccc2)c1.CC(C(=O)O)c1cccc(Oc2ccccc2)c1']
15767,fenoterol,['3343'],['CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1']
15768,fenpiverinium,['71489'],['C[N+]1(CCC(C(=O)N)(c2ccccc2)c3ccccc3)CCCCC1']
15769,fenretinide,['5288209'],['CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)NC2=CC=C(C=C2)O)/C)/C']
15770,fenspiride,['3344'],['O=C1NCC2(CCN(CCc3ccccc3)CC2)O1']
15771,fentiazac,['28871'],['OC(=O)Cc1sc(nc1-c1ccc(Cl)cc1)-c1ccccc1']
15772,fexaramine,['5326713'],['COC(=O)C=Cc1cccc(c1)N(Cc2ccc(cc2)c3ccc(cc3)N(C)C)C(=O)C4CCCCC4']
15773,fexofenadine,['3348'],['CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1']
15774,fillalbin,['933171'],['COc1cc(ccc1O)C(=O)O[C@@H]2C[C@@H]3CC[C@H](C2)N3C']
15775,finasteride,['57363'],['C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C']
15776,fipexide,['3351'],['Clc1ccc(OCC(=O)N2CCN(Cc3ccc4OCOc4c3)CC2)cc1']
15777,fipronil,['3352'],['Nc1c(c(nn1-c1c(Cl)cc(cc1Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F']
15778,fisetinidol,['442397'],['O[C@H]1Cc2ccc(O)cc2O[C@@H]1c3ccc(O)c(O)c3']
15779,flavanone,['10251'],['O=C1CC(Oc2ccccc12)c3ccccc3']
15780,flavokavain-b,['5356121'],['COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(OC)c1']
15781,flavoxate,['3354'],['Cc1c(oc2c(cccc2c1=O)C(=O)OCCN1CCCCC1)-c1ccccc1']
15782,flecainide,['3356'],['FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC1CCCCN1']
15783,florfenicol,['114811'],['CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl']
15784,floxuridine,['5790'],['C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O']
15785,flubendazole,['35802'],['COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1ccc(F)cc1']
15786,flucloxacillin,"['6713996', '73707461']","['Cc1onc(c1C(=O)N[C@H]1[C@@H]2SC(C)(C)C(N2C1=O)C(O)=O)-c1c(F)cccc1Cl', 'Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)C(N2C1=O)C(O)=O)-c1c(F)cccc1Cl']"
15787,fluconazole,['3365'],['OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F']
15788,flucytosine,['3366'],['Nc1nc(=O)[nH]cc1F']
15789,fludarabine,['657237'],['C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)F)N']
15790,fludrocortisone,['73707451'],['CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)C3(F)[C@@H](O)C[C@]12C']
15791,fludrocortisone-acetate,['225609'],['CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C']
15792,fludroxycortide,['15209'],['C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F']
15793,flufenamic-acid,['3371'],['OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F']
15794,flumazenil,['3373'],['CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(F)ccc-21']
15795,flumequine,['3374'],['CC1CCc2cc(F)cc3c2n1cc(C(O)=O)c3=O']
15796,flumetasone,['16490'],['C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F']
15797,flumethasone,['40469854'],['C[C@@H]1C[C@@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO']
15798,flunarizine,['941361'],['C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F']
15799,flunisolide,['82153'],['C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O']
15800,flunixin,['38081'],['Cc1c(Nc2ncccc2C(O)=O)cccc1C(F)(F)F']
15801,fluocinolone,"['40469508', '6215']","['CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO', 'CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO', 'CC1(C)O[C@@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO']"
15802,fluocinolone-acetonide,['6215'],['CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C']
15803,fluocinonide,['9642'],['CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C']
15804,fluorometholone,['40469506'],['C[C@H]1C[C@H]2[C@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O']
15805,fluoropyruvate,['67946'],['OC(=O)C(=O)CF']
15806,fluorouracil,['3385'],['Fc1c[nH]c(=O)[nH]c1=O']
15807,fluoxetine,['3386'],['CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1']
15808,fluoxymesterone,['3387'],['CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC12C']
15809,flupentixol,['5281881'],['OCCN1CCN(CC\\C=C2\\c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1']
15810,fluperlapine,['49381'],['CN1CCN(CC1)C2=Nc3cc(F)ccc3Cc4ccccc24']
15811,fluphenazine,['9550045'],['C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCCl.Cl']
15812,flupirtine,['25162978'],['CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N']
15813,fluprostenol,['5311100'],['O[C@@H](COc1cccc(c1)C(F)(F)F)/C=C/[C@H]2[C@H](O)C[C@H](O)[C@@H]2C/C=C\\CCCC(=O)O']
15814,flurandrenolide,['73707509'],['CC1(C)O[C@@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO']
15815,flurbiprofen-(+/-),['3394'],['CC(C(O)=O)c1ccc(c(F)c1)-c1ccccc1']
15816,flurofamide,['51173'],['NP(N)(=O)NC(=O)c1ccc(F)cc1']
15817,fluspirilene,['3396'],['Fc1ccc(cc1)C(CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(F)cc1']
15818,flutamide,['3397'],['CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O']
15819,fluticasone,"['25320895', '44483336', '73707412']","['CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(CC(=O)CO)C(=O)SCF', 'CCC(=O)O[C@@]1([C@H](C)C[C@@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF', 'CCC(=O)O[C@]1([C@H](C)C[C@@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]12C)C(=O)SCF']"
15820,fluticasone-propionate,['444036'],['CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF']
15821,fluvastatin,['1548972'],['CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)C3=CC=C(C=C3)F']
15822,fluvoxamine,"['5281089', '5361192']","['COCCCCC(=NOCCN)c1ccc(cc1)C(F)(F)F', 'COCCCC\\C(c1ccc(cc1)C(F)(F)F)=N\\OCCN']"
15823,folic-acid,['6037'],['Nc1nc(=O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2[nH]1']
15824,foliosidine,['2837663'],['COc1cc(=O)n(C)c2c(OCC(O)C(C)(C)O)cccc12']
15825,fomepizole,['11957593'],['Cc1cn[nH]c1']
15826,foretinib,['42642645'],['COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1']
15827,formestane,"['44511091', '73707500']","['CC12CCC3C(CCC4C(=O)C(=O)CCC34C)C2CCC1=O', 'C[C@]12CC[C@@H]3[C@@H](CCC4C(=O)C(=O)CC[C@]34C)[C@H]1CCC2=O']"
15828,formoterol,"['23581795', '44483332']",['COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1']
15829,forskolin,"['3413', '9871875']","['CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C', 'CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C', 'CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C', 'CN1CCN(CCCC(=O)O[C@H]2[C@@H](O)[C@H]3C(C)(C)CC[C@H](O)[C@]3(C)[C@@]4(O)C(=O)C[C@@](C)(O[C@]24C)C=C)CC1']"
